Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
JUN	"AP-1, c-Jun"	ENSG00000177606	"Jun proto-oncogene, AP-1 transcription factor subunit"	P05412	1	58776845-58784048	"Cancer-related genes, FDA approved drug targets, Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"Activator, DNA-binding"	"Cancer-related genes, FDA approved drug targets, Proto-oncogene"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Ovarian stromal cells: 5164.4"	"Cell type enhanced"	"Detected in all"		"astrocyte: 239.9;endothelial cell: 299.8;vascular associated smooth muscle cell: 260.2"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in all"			"Thyroid gland - Fibroblasts"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB003801, CAB007780, HPA059474, HPA066898, CAB080216, CAB080219, CAB080220"	Enhanced		Enhanced	Nucleoplasm			Yes	No			"Cluster 14: Non-specific - Unknown function"	"Cluster 18: Non-specific - Ribosome"	"Cluster 31: Non-specific - Transcription"	"Cluster 72: Neuronal - Signal transduction"	"Cluster 80: Non-specific - Transcription"	199	Nucleoplasm		"CAB003801: AB_365485, CAB007780: AB_562268, CAB080216: , CAB080219: , CAB080220: , HPA059474: AB_2684030, HPA066898: "	"unprognostic (8.45e-2)"	"unprognostic (8.53e-2)"	"unprognostic (6.82e-2)"	"unprognostic (7.24e-2)"	"unprognostic (4.70e-2)"	"unprognostic (2.24e-2)"	"unprognostic (2.09e-1)"	"unprognostic (3.08e-1)"	"unprognostic (2.28e-2)"	"unprognostic (1.57e-1)"	"unprognostic (2.55e-4)"	"unprognostic (1.85e-1)"	"unprognostic (2.96e-2)"	"unprognostic (2.51e-3)"	"unprognostic (2.98e-2)"	"unprognostic (2.52e-1)"	"unprognostic (1.31e-1)"	"unprognostic (1.55e-2)"	"unprognostic (1.30e-1)"	"unprognostic (2.40e-2)"	"unprognostic (1.23e-1)"	"unprognostic (1.39e-1)"	"unprognostic (2.98e-2)"	"unprognostic (2.89e-1)"	"unprognostic (1.59e-1)"	"unprognostic (2.26e-2)"	"unprognostic (1.89e-1)"	"unprognostic (1.90e-2)"	"unprognostic (4.75e-1)"	"unprognostic (1.30e-1)"	"unprognostic (1.31e-1)"
JUNB		ENSG00000171223	"JunB proto-oncogene, AP-1 transcription factor subunit"	P17275	19	12791486-12793315	"Human disease related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	DNA-binding		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Ovarian stromal cells: 5648.3"	"Cell type enhanced"	"Detected in all"		"endothelial cell: 222.9;vascular associated smooth muscle cell: 627.1"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in all"		"neutrophil: 681.7"	"Group enriched"	"Detected in all"	5	"granulocytes: 681.7;monocytes: 182.7"	"Low cancer specificity"	"Detected in all"			"Heart muscle - Fibroblasts"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB004464, HPA019149"	Approved		Supported	Nucleoplasm			NA	NA			"Cluster 37: Monocytes & Neutrophils - Innate immune response"	"Cluster 41: Smooth muscle tissue - ECM organization"	"Cluster 44: Non-specific - Mixed function"	"Cluster 71: Lymphoma - Inflammatory response"	"Cluster 80: Non-specific - Transcription"	63	Nucleoplasm		"CAB004464: AB_2130023, HPA019149: AB_1852053"	"unprognostic (4.16e-3)"	"unprognostic (3.97e-3)"	"unprognostic (1.06e-2)"	"unprognostic (2.55e-2)"	"unprognostic (3.41e-2)"	"unprognostic (1.00e-1)"	"unprognostic (4.72e-2)"	"unprognostic (5.34e-2)"	"unprognostic (8.34e-2)"	"unprognostic (3.83e-2)"	"unprognostic (7.73e-2)"	"unprognostic (1.57e-2)"	"unprognostic (1.77e-1)"	"unprognostic (2.95e-1)"	"unprognostic (2.47e-2)"	"unprognostic (2.39e-2)"	"unprognostic (9.45e-2)"	"unprognostic (3.55e-2)"	"unprognostic (1.12e-1)"	"unprognostic (6.21e-5)"	"unprognostic (2.15e-2)"	"unprognostic (1.67e-1)"	"unprognostic (1.82e-1)"	"unprognostic (4.07e-2)"	"unprognostic (2.11e-1)"	"unprognostic (1.47e-2)"	"unprognostic (1.06e-1)"	"unprognostic (9.19e-2)"	"unprognostic (7.11e-2)"	"unprognostic (3.38e-1)"	"unprognostic (2.52e-2)"
JUND	AP-1	ENSG00000130522	"JunD proto-oncogene, AP-1 transcription factor subunit"	P17535	19	18279694-18281622	"Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"Activator, DNA-binding"	"Cancer-related genes"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"granulocytes: 2504.3;monocytes: 3100.4"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Heart muscle - Fibroblasts"	"Low region specificity"	"Detected in all"							"CAB005268, HPA063029, HPA068905"	Supported		Enhanced	Nucleoplasm			No	No			"Cluster 7: Non-specific - Innate immune response"	"Cluster 40: Non-specific - Transcription"	"Cluster 11: White matter - Signal transduction"	"Cluster 16: Thyroid cancer - Neuronal signaling"	"Cluster 78: NK-cells & T-cells - Immune system & Transcription"	35	Nucleoplasm		"CAB005268: AB_2130177, HPA063029: AB_2684925, HPA068905: "	"unprognostic (9.19e-3)"	"unprognostic (1.03e-3)"	"unprognostic (2.43e-1)"	"unprognostic (1.85e-1)"	"unprognostic (8.37e-3)"	"unprognostic (1.61e-1)"	"unprognostic (3.18e-1)"	"unprognostic (1.17e-1)"	"unprognostic (3.51e-2)"	"unprognostic (1.91e-2)"	"unprognostic (4.58e-2)"	"unprognostic (1.84e-2)"	"unprognostic (1.39e-1)"	"unprognostic (1.76e-2)"	"unprognostic (9.97e-2)"	"unprognostic (2.59e-1)"	"unprognostic (4.16e-2)"	"unprognostic (1.31e-2)"	"unprognostic (2.20e-2)"	"unprognostic (6.03e-2)"	"unprognostic (3.07e-2)"	"unprognostic (5.60e-3)"	"unprognostic (1.08e-1)"	"unprognostic (1.60e-1)"	"unprognostic (3.16e-2)"	"unprognostic (4.77e-5)"	"unprognostic (2.97e-1)"	"unprognostic (1.07e-1)"	"unprognostic (1.17e-1)"	"unprognostic (1.33e-2)"	"unprognostic (1.96e-1)"
KAT5	"cPLA2, ESA1, HTATIP, HTATIP1, PLIP, TIP60, ZC2HC5"	ENSG00000172977	"Lysine acetyltransferase 5"	Q92993	11	65711996-65719604	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Transcription factors"	"DNA damage, DNA repair, Growth regulation, Host-virus interaction, Immunity, Innate immunity, Transcription, Transcription regulation"	"Activator, Acyltransferase, Chromatin regulator, Transferase"	"Disease variant, Intellectual disability"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Syncytiotrophoblasts: 114.3"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Adrenal gland - Adrenal cortex cells, Skin - Keratinocyte (other), Testis - Early spermatids, Testis - Spermatocytes, Thyroid gland - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA016953, HPA074328"	Approved		Supported	Nucleoplasm,Vesicles,Cytosol			NA	NA			"Cluster 25: Non-specific - Unknown function"	"Cluster 4: Testis - Basic cellular processes"	"Cluster 26: Oligodendrocytes - Mixed function"	"Cluster 24: Non-specific - Unknown function"	"Cluster 39: Non-specific - Basic cellular processes"	287	Nucleoplasm	"Vesicles, Cytosol"	"HPA016953: AB_1851277, HPA074328: "	"unprognostic (2.00e-1)"	"unprognostic (1.47e-1)"	"unprognostic (1.45e-2)"	"unprognostic (1.24e-1)"	"unprognostic (1.58e-1)"	"unprognostic (2.83e-1)"	"unprognostic (1.55e-1)"	"unprognostic (1.99e-1)"	"unprognostic (9.29e-2)"	"unprognostic (3.96e-1)"	"unprognostic (1.59e-11)"	"unprognostic (4.42e-5)"	"unprognostic (2.10e-4)"	"unprognostic (9.01e-3)"	"unprognostic (3.50e-1)"	"unprognostic (1.16e-2)"	"unprognostic (1.91e-2)"	"unprognostic (2.79e-1)"	"unprognostic (2.06e-1)"	"unprognostic (1.87e-1)"	"unprognostic (4.04e-1)"	"unprognostic (3.20e-1)"	"unprognostic (1.03e-1)"	"unprognostic (1.38e-1)"	"unprognostic (1.24e-1)"	"unprognostic (2.65e-1)"	"unprognostic (2.91e-1)"	"unprognostic (2.09e-1)"	"unprognostic (9.47e-2)"	"unprognostic (2.27e-1)"	"unprognostic (7.44e-2)"
KAT6A	"MOZ, MYST3, RUNXBP2, ZC2HC6A, ZNF220"	ENSG00000083168	"Lysine acetyltransferase 6A"	Q92794	8	41929479-42051994	"Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"Activator, Acyltransferase, Chromatin regulator, Repressor, Transferase"	"Cancer-related genes, Intellectual disability, Proto-oncogene"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Skin - Keratinocyte (other), Testis - Spermatogonia"	"Low region specificity"	"Detected in all"							"CAB017023, HPA063266, HPA065052"	Supported		Supported	"Nucleoli,Nuclear speckles,Cytosol"			NA	NA			"Cluster 35: Neutrophils - Protein binding"	"Cluster 40: Non-specific - Transcription"	"Cluster 55: Non-specific - Transcription"	"Cluster 40: Non-specific - Unknown function"	"Cluster 78: NK-cells & T-cells - Immune system & Transcription"	44	"Nuclear speckles"	"Nucleoli, Cytosol"	"CAB017023: , HPA063266: AB_2684973, HPA065052: AB_2685414"	"unprognostic (1.04e-2)"	"unprognostic (1.40e-2)"		"unprognostic (1.30e-1)"	"unprognostic (2.35e-1)"	"unprognostic (9.25e-3)"	"unprognostic (3.23e-1)"	"unprognostic (3.07e-2)"	"unprognostic (7.09e-3)"	"unprognostic (8.84e-3)"	"unprognostic (3.42e-7)"	"unprognostic (1.25e-4)"	"unprognostic (1.46e-1)"	"unprognostic (1.75e-1)"		"unprognostic (1.46e-1)"	"unprognostic (2.32e-3)"	"unprognostic (1.60e-1)"	"unprognostic (8.11e-3)"	"unprognostic (2.73e-2)"	"unprognostic (3.78e-8)"	"unprognostic (1.04e-1)"	"unprognostic (2.96e-2)"	"unprognostic (8.57e-2)"	"unprognostic (3.79e-2)"	"unprognostic (2.45e-2)"	"unprognostic (1.97e-1)"	"unprognostic (3.75e-1)"	"unprognostic (1.26e-1)"	"unprognostic (3.05e-2)"	"unprognostic (3.12e-1)"
KAT6B	"Morf, MOZ2, MYST4, qkf, querkopf, ZC2HC6B"	ENSG00000156650	"Lysine acetyltransferase 6B"	Q8WYB5	10	74824927-75032624	"Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"Activator, Acyltransferase, Chromatin regulator, Repressor, Transferase"	"Cancer-related genes"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA006104	Supported		Approved	"Nucleoplasm,Nuclear bodies"			NA	NA			"Cluster 24: Non-specific - Transcription"	"Cluster 79: Non-specific - Transcription"	"Cluster 15: Non-specific - Transcription"	"Cluster 52: Non-specific - Mitochondria"	"Cluster 78: NK-cells & T-cells - Immune system & Transcription"	5	"Nucleoplasm, Nuclear bodies"		"HPA006104: AB_1079445"	"unprognostic (2.10e-3)"	"unprognostic (7.00e-2)"		"unprognostic (1.50e-1)"	"unprognostic (1.25e-1)"	"unprognostic (2.05e-1)"	"unprognostic (9.65e-2)"	"unprognostic (4.79e-5)"	"unprognostic (7.58e-2)"	"unprognostic (1.02e-2)"	"unprognostic (6.95e-7)"	"unprognostic (1.78e-3)"	"unprognostic (1.57e-1)"			"unprognostic (3.00e-1)"	"unprognostic (1.80e-1)"	"unprognostic (1.06e-1)"	"unprognostic (6.94e-3)"	"unprognostic (4.89e-2)"	"unprognostic (6.24e-2)"	"unprognostic (1.40e-1)"	"unprognostic (3.17e-2)"	"unprognostic (1.16e-1)"	"unprognostic (1.79e-1)"	"unprognostic (5.61e-2)"	"unprognostic (3.49e-1)"	"unprognostic (1.14e-1)"	"unprognostic (2.92e-1)"	"unprognostic (3.98e-2)"	"unprognostic (3.43e-1)"
KAT7	"HBO1, HBOA, MYST2, ZC2HC7"	ENSG00000136504	"Lysine acetyltransferase 7"	O95251	17	49788624-49835026	"Enzymes, Metabolic proteins, Predicted intracellular proteins, Transcription factors"	"DNA damage, DNA repair, DNA replication, Transcription, Transcription regulation"	"Acyltransferase, Chromatin regulator, Transferase"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Oocytes: 97.0"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Skin - Keratinocyte (other), Testis - Early spermatids, Testis - Spermatocytes, Thyroid gland - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA044470, HPA071116"	Approved		Supported	Nucleoplasm,Cytosol			NA	NA			"Cluster 33: Non-specific - ATP binding"	"Cluster 4: Testis - Basic cellular processes"	"Cluster 31: Non-specific - Transcription"	"Cluster 27: Breast cancer - Unknown function"	"Cluster 55: Non-specific - Transcription"	60	Nucleoplasm	Cytosol	"HPA044470: AB_10965785, HPA071116: "	"unprognostic (6.85e-2)"	"unprognostic (1.16e-1)"		"unprognostic (3.68e-2)"	"unprognostic (1.19e-2)"	"unprognostic (1.70e-2)"	"unprognostic (7.50e-2)"	"unprognostic (5.46e-3)"	"unprognostic (2.02e-1)"	"unprognostic (7.88e-3)"	"unprognostic (2.05e-5)"	"unprognostic (1.64e-5)"	"unprognostic (4.13e-2)"	"unprognostic (1.75e-3)"		"unprognostic (7.16e-2)"	"unprognostic (4.88e-2)"	"unprognostic (1.24e-1)"	"unprognostic (1.63e-3)"	"unprognostic (3.25e-2)"	"unprognostic (3.52e-1)"	"unprognostic (1.45e-1)"	"unprognostic (3.31e-1)"	"unprognostic (1.23e-1)"	"unprognostic (1.64e-1)"	"unprognostic (9.56e-3)"	"unprognostic (1.11e-1)"	"unprognostic (2.68e-1)"	"unprognostic (7.32e-2)"	"unprognostic (2.35e-1)"	"unprognostic (2.76e-3)"
KAT8	"FLJ14040, hMOF, MOF, MYST1, ZC2HC8"	ENSG00000103510	"Lysine acetyltransferase 8"	Q9H7Z6	16	31114489-31131393	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"Activator, Acyltransferase, Chromatin regulator, Transferase"	"Disease variant, Intellectual disability"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Late spermatids: 155.1"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in all"		"eosinophil: 29.9"	"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA066324			Supported	Nucleoplasm			NA	NA			"Cluster 36: Eosinophils - Protein ubiquitination"	"Cluster 79: Non-specific - Transcription"	"Cluster 2: Neurons - Nucleosome"	"Cluster 54: Non-specific - Transcription"	"Cluster 6: Ovarian stromal cells - Transcription"	34	Nucleoplasm		"HPA066324: AB_2685658"	"unprognostic (3.84e-2)"	"unprognostic (7.62e-2)"		"unprognostic (2.32e-2)"	"unprognostic (8.59e-2)"	"unprognostic (1.90e-1)"	"unprognostic (5.40e-2)"	"unprognostic (3.03e-4)"	"unprognostic (2.25e-1)"	"unprognostic (2.83e-1)"	"unprognostic (1.96e-1)"	"unprognostic (2.98e-1)"	"unprognostic (1.14e-1)"	"unprognostic (4.99e-2)"		"unprognostic (7.23e-2)"	"unprognostic (2.33e-1)"	"unprognostic (1.78e-1)"	"unprognostic (1.80e-1)"	"unprognostic (2.10e-1)"	"unprognostic (7.60e-3)"	"unprognostic (1.89e-1)"	"unprognostic (1.36e-2)"	"unprognostic (2.12e-2)"	"unprognostic (1.35e-1)"	"unprognostic (1.23e-1)"	"unprognostic (1.07e-1)"	"unprognostic (1.15e-1)"	"unprognostic (1.83e-1)"	"unprognostic (3.14e-1)"	"unprognostic (1.36e-2)"
KDM2A	"CXXC8, DKFZP434M1735, FBL11, FBL7, FBXL11, FLJ00115, JHDM1A, KIAA1004, LILINA"	ENSG00000173120	"Lysine demethylase 2A"	Q9Y2K7	11	67119263-67258082	"Enzymes, Plasma proteins, Predicted intracellular proteins, Transcription factors"	"Biological rhythms, Transcription, Transcription regulation, Ubl conjugation pathway"	"Chromatin regulator, Dioxygenase, DNA-binding, Oxidoreductase, Repressor"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in many"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Skin - Keratinocyte (other), Testis - Spermatocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB012272, HPA044251"	Supported		Supported	Nucleoplasm			NA	NA			"Cluster 24: Non-specific - Transcription"	"Cluster 4: Testis - Basic cellular processes"	"Cluster 15: Non-specific - Transcription"	"Cluster 24: Non-specific - Unknown function"	"Cluster 55: Non-specific - Transcription"	17	Nucleoplasm		"CAB012272: , HPA044251: "	"unprognostic (3.99e-2)"	"unprognostic (7.22e-2)"	"unprognostic (2.94e-2)"	"unprognostic (1.77e-1)"	"unprognostic (4.58e-1)"	"unprognostic (1.68e-2)"	"unprognostic (1.66e-1)"	"unprognostic (3.78e-1)"	"unprognostic (3.68e-3)"	"unprognostic (3.84e-2)"	"unprognostic (3.29e-4)"	"unprognostic (3.79e-3)"	"unprognostic (1.67e-1)"	"unprognostic (2.67e-1)"	"unprognostic (1.34e-2)"	"unprognostic (2.28e-1)"	"unprognostic (1.36e-3)"	"unprognostic (2.15e-1)"	"unprognostic (1.38e-1)"	"unprognostic (3.49e-3)"	"unprognostic (1.33e-1)"	"unprognostic (9.71e-3)"	"unprognostic (5.83e-3)"	"unprognostic (1.84e-1)"	"unprognostic (6.95e-3)"	"unprognostic (9.32e-3)"	"unprognostic (2.32e-1)"	"unprognostic (1.72e-1)"	"unprognostic (2.41e-1)"	"unprognostic (1.13e-1)"	"unprognostic (5.60e-2)"
KDM5A	"JARID1A, RBBP2"	ENSG00000073614	"Lysine demethylase 5A"	P29375	12	280057-389320	"Cancer-related genes, Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins, Transcription factors"	"Biological rhythms, Transcription, Transcription regulation"	"Activator, Chromatin regulator, Developmental protein, Dioxygenase, Oxidoreductase"	"Cancer-related genes"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"bone marrow: 45.0"	"Low cell type specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Adrenal gland - Adrenal cortex cells, Skin - Keratinocyte (other), Testis - Spermatocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA006201			Supported	"Nuclear bodies,Cytosol"			NA	NA			"Cluster 41: Basophils - Unknown function"	"Cluster 40: Non-specific - Transcription"	"Cluster 55: Non-specific - Transcription"	"Cluster 38: Non-specific - Transcription"	"Cluster 55: Non-specific - Transcription"	22	"Nuclear bodies"	Cytosol	"HPA006201: AB_1079160"	"unprognostic (3.38e-1)"	"unprognostic (8.07e-2)"	"unprognostic (8.55e-2)"	"unprognostic (1.22e-1)"	"unprognostic (1.11e-1)"	"unprognostic (9.74e-3)"	"unprognostic (6.89e-2)"	"unprognostic (2.15e-2)"	"unprognostic (2.10e-1)"	"unprognostic (8.07e-4)"	"unprognostic (3.00e-4)"	"unprognostic (2.91e-4)"	"unprognostic (2.39e-2)"	"unprognostic (2.49e-2)"	"unprognostic (1.04e-1)"	"unprognostic (1.48e-1)"	"unprognostic (2.12e-2)"	"unprognostic (9.66e-2)"	"unprognostic (2.24e-1)"	"unprognostic (4.72e-2)"	"unprognostic (2.79e-2)"	"unprognostic (1.32e-3)"	"unprognostic (6.98e-2)"	"unprognostic (1.94e-1)"	"unprognostic (2.92e-2)"	"unprognostic (2.61e-2)"	"unprognostic (5.38e-2)"	"unprognostic (7.15e-2)"	"unprognostic (2.09e-1)"	"unprognostic (2.84e-2)"	"unprognostic (1.17e-1)"
