Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
DMD	"BMD, DXS142, DXS164, DXS206, DXS230, DXS239, DXS268, DXS269, DXS270, DXS272, MRX85"	ENSG00000198947	Dystrophin	P11532	X	31097677-33339609	"Cancer-related genes, Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Transporters"		Actin-binding	"Cancer-related genes, Cardiomyopathy, Disease variant, FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Group enriched"	"Detected in many"	4	"Cardiomyocytes: 624.9;Excitatory neurons: 1232.8;Inhibitory neurons: 687.8;Oligodendrocyte precursor cells: 1090.0;Oligodendrocytes: 568.1;Rod photoreceptor cells: 394.5;Skeletal myocytes: 712.3"	"Low cell type specificity"	"Detected in all"			"Group enriched"	"Detected in all"	4	"Testicular Germ Cell Tumor (TCGA): 42.9;Thyroid Carcinoma (TCGA): 17.3"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Breast - Breast myoepithelial cells, Kidney - Fibroblasts, Liver - Hepatocytes, Prostate - Smooth muscle cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB000119, HPA002725, HPA023885"	Enhanced						NA	NA			"Cluster 32: Basophils - Transcription"	"Cluster 3: Non-specific - Unknown function"	"Cluster 51: Neurons - Mixed function"	"Cluster 1: Neuronal - Visual perception"	"Cluster 34: Neurons - Neuronal signaling"	29			"CAB000119: , HPA002725: AB_1078714, HPA023885: AB_1847931"	"unprognostic (1.05e-1)"	"unprognostic (3.57e-2)"	"unprognostic (1.39e-1)"	"unprognostic (2.07e-1)"	"unprognostic (1.13e-1)"	"unprognostic (1.39e-1)"	"unprognostic (5.27e-2)"	"unprognostic (3.50e-2)"	"unprognostic (8.23e-2)"	"unprognostic (8.56e-2)"	"unprognostic (3.63e-5)"	"unprognostic (1.22e-3)"	"unprognostic (2.51e-3)"	"unprognostic (1.17e-1)"	"unprognostic (5.57e-4)"	"unprognostic (2.72e-4)"	"unprognostic (1.23e-1)"	"unprognostic (2.14e-1)"	"unprognostic (4.84e-2)"	"unprognostic (1.18e-1)"	"unprognostic (6.65e-2)"	"unprognostic (1.00e-2)"	"unprognostic (3.60e-2)"	"unprognostic (2.32e-1)"	"unprognostic (5.69e-3)"	"unprognostic (3.14e-1)"	"unprognostic (2.00e-2)"	"unprognostic (4.74e-3)"	"unprognostic (1.85e-1)"	"unprognostic (1.66e-1)"	"unprognostic (2.66e-1)"
DMRTC1B		ENSG00000184911	"DMRT like family C1B"	Q5HYR2	X	72776890-72848803	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 28.2;pituitary gland: 24.6"	"Cell type enhanced"	"Detected in single"		"Excitatory neurons: 1.2"	"Low cell type specificity"	"Detected in many"			"Low cancer specificity"	"Detected in some"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"												"HPA046874, HPA046992"	Uncertain		Approved	"Nucleoplasm,Intermediate filaments"			NA	NA			"Cluster 43: Non-specific - Transcription & Translation"	"Cluster 33: Brain - Neuronal signaling"	"Cluster 32: Cerebral cortex - Mixed function"	"Cluster 61: BICR 18 - Protein kinases"	"Cluster 34: Neurons - Neuronal signaling"		Nucleoplasm	"Intermediate filaments"	"HPA046874: AB_2679850, HPA046992: AB_2679894"			"unprognostic (6.73e-2)"				"unprognostic (1.28e-1)"						"unprognostic (9.88e-3)"			"unprognostic (1.41e-2)"	"unprognostic (1.28e-1)"					"unprognostic (1.89e-3)"		"unprognostic (1.53e-1)"						"unprognostic (1.66e-2)"	
DNAAF9	"C20orf194, DKFZp434N061"	ENSG00000088854	"Dynein axonemal assembly factor 9"	Q5TEA3	20	3249306-3407669	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Astrocytes: 215.2;Excitatory neurons: 198.6;Inhibitory neurons: 156.3;Oligodendrocyte precursor cells: 127.3;Oligodendrocytes: 178.0"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in single"			"Low lineage specificity"	"Detected in single"			"Low cancer specificity"	"Detected in many"			"Prostate - Smooth muscle cells, Testis - Spermatocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA052103, HPA067418"	Approved		Approved	"Nucleoli fibrillar center,Cytosol"			No	No			"Cluster 2: Dendritic cells - Unknown function"	"Cluster 54: Non-specific - Basic cellular processes"	"Cluster 27: Non-specific - Mixed function"	"Cluster 62: Non-specific - Plasma proteins"	"Cluster 34: Neurons - Neuronal signaling"		"Nucleoli fibrillar center, Cytosol"		"HPA052103: AB_2681727, HPA067418: AB_2685835"	"unprognostic (1.59e-1)"	"unprognostic (7.12e-2)"	"unprognostic (1.13e-2)"	"unprognostic (6.20e-2)"	"unprognostic (1.08e-2)"	"unprognostic (1.31e-1)"	"unprognostic (1.55e-1)"	"unprognostic (8.65e-2)"	"unprognostic (8.17e-2)"	"unprognostic (1.32e-1)"	"unprognostic (1.06e-5)"	"unprognostic (1.90e-3)"	"unprognostic (3.08e-1)"	"unprognostic (9.27e-3)"	"unprognostic (2.65e-1)"	"unprognostic (3.58e-2)"	"unprognostic (1.36e-1)"	"unprognostic (1.77e-3)"	"unprognostic (3.48e-2)"	"unprognostic (2.05e-2)"	"unprognostic (5.08e-2)"	"unprognostic (5.39e-4)"	"unprognostic (2.26e-1)"	"unprognostic (2.27e-1)"		"unprognostic (3.09e-2)"	"unprognostic (1.05e-1)"	"unprognostic (1.85e-2)"	"unprognostic (3.14e-1)"	"unprognostic (2.15e-1)"	"unprognostic (3.83e-3)"
DOCK4	"FLJ34238, KIAA0716"	ENSG00000128512	"Dedicator of cytokinesis 4"	Q8N1I0	7	111726110-112206407	"Plasma proteins, Predicted intracellular proteins"		"Guanine-nucleotide releasing factor"	Proto-oncogene	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 22.6"	"Group enriched"	"Detected in many"	4	"Astrocytes: 750.2;Excitatory neurons: 407.9;Microglial cells: 1497.6;Oligodendrocyte precursor cells: 407.5;Oligodendrocytes: 758.8"	"Cell type enriched"	"Detected in all"	4	"central nervous system macrophage: 8867.4"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Adipose subcutaneous - Endothelial cells, Heart muscle - Endothelial cells, Kidney - Endothelial cells, Thyroid gland - Endothelial cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA071516			Approved	"Nucleoli,Golgi apparatus,Plasma membrane,Cytosol"			NA	NA			"Cluster 28: Neutrophils - Unknown function"	"Cluster 34: Non-specific - Mixed function"	"Cluster 51: Neurons - Mixed function"	"Cluster 48: Adipocytes & Endothelial cells - Angiogenesis"	"Cluster 34: Neurons - Neuronal signaling"	8	"Nucleoli, Plasma membrane"	"Golgi apparatus, Cytosol"	"HPA071516: AB_2686407"	"unprognostic (1.13e-1)"	"unprognostic (1.90e-1)"	"unprognostic (2.44e-1)"	"unprognostic (2.76e-1)"	"unprognostic (1.30e-1)"	"unprognostic (1.83e-2)"	"unprognostic (5.57e-2)"	"unprognostic (6.63e-2)"	"unprognostic (3.75e-2)"	"unprognostic (5.17e-4)"	"unprognostic (4.16e-7)"	"unprognostic (3.68e-3)"	"unprognostic (1.83e-1)"	"unprognostic (2.09e-1)"	"unprognostic (2.48e-1)"	"unprognostic (5.66e-3)"	"unprognostic (1.80e-1)"	"unprognostic (2.27e-1)"	"unprognostic (1.76e-2)"	"unprognostic (1.46e-2)"	"unprognostic (5.52e-2)"	"unprognostic (9.23e-2)"	"unprognostic (3.60e-2)"	"unprognostic (1.88e-1)"	"unprognostic (2.39e-2)"	"unprognostic (6.95e-2)"	"unprognostic (7.09e-2)"	"unprognostic (2.84e-2)"	"unprognostic (2.42e-1)"	"unprognostic (6.34e-2)"	"unprognostic (1.44e-1)"
DPF1	"BAF45b, NEUD4, neuro-d4, SMARCG1"	ENSG00000011332	"Double PHD fingers 1"	Q92782	19	38211006-38229714	"Predicted intracellular proteins"	"Neurogenesis, Transcription, Transcription regulation"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	13	"brain: 33.4"	"Cell type enhanced"	"Detected in some"		"Bipolar cells: 13.0;Early spermatids: 16.9;Excitatory neurons: 23.7;Horizontal cells: 27.1;Inhibitory neurons: 15.6;Late spermatids: 27.7;Oligodendrocyte precursor cells: 11.8;Spermatogonia: 10.6"	"Low cell type specificity"	"Detected in many"			"Group enriched"	"Detected in many"	6	"Glioblastoma Multiforme (TCGA): 16.7;Testicular Germ Cell Tumor (TCGA): 11.0"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in all"		"Neuroblastoma: 24.6"		"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA049148	Enhanced	Approved	Approved	Nucleoplasm,Mitochondria,Cytosol			NA	NA				"Cluster 61: Brain - Neuronal signaling"	"Cluster 53: Neurons - Mixed function"	"Cluster 17: Neuroblastoma - Neuronal signaling"	"Cluster 34: Neurons - Neuronal signaling"	27	"Nucleoplasm, Cytosol"	Mitochondria	"HPA049148: AB_2680653"	"unprognostic (7.86e-2)"		"unprognostic (2.93e-1)"	"unprognostic (6.99e-2)"			"unprognostic (8.23e-2)"	"unprognostic (5.71e-4)"	"unprognostic (3.85e-1)"									"unprognostic (2.94e-2)"	"unprognostic (2.70e-1)"	"unprognostic (7.94e-2)"							"unprognostic (1.55e-1)"		"unprognostic (4.17e-1)"		"unprognostic (3.22e-2)"
DPY19L1	KIAA0877	ENSG00000173852	"Dpy-19 like C-mannosyltransferase 1"	Q2PZI1	7	34927292-35038271	"Predicted intracellular proteins, Predicted membrane proteins"		"Glycosyltransferase, Transferase"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Alveolar cells type 1: 65.8;Early spermatids: 135.6;Excitatory neurons: 128.1;Late spermatids: 109.1;Oligodendrocytes: 88.9"	"Cell type enhanced"	"Detected in all"		"deep-layer near-projecting: 375.4"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in some"			"Low lineage specificity"	"Detected in single"			"Low cancer specificity"	"Detected in all"			"Testis - Early spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA059139	Uncertain		Approved	Vesicles			NA	NA			"Cluster 5: Non-specific - Cell proliferation"	"Cluster 39: Retina & Testis - Cilium"	"Cluster 27: Non-specific - Mixed function"	"Cluster 59: Leukemia - T-cell receptor"	"Cluster 34: Neurons - Neuronal signaling"	15	Vesicles		"HPA059139: AB_2683921"	"unprognostic (2.07e-1)"	"unprognostic (1.19e-1)"	"unprognostic (8.31e-2)"	"unprognostic (2.21e-3)"	"unprognostic (2.94e-2)"	"unprognostic (2.55e-3)"	"unprognostic (2.96e-2)"	"unprognostic (1.04e-3)"	"unprognostic (3.92e-2)"	"unprognostic (2.91e-1)"	"unprognostic (1.31e-2)"	"unprognostic (2.71e-1)"	"unprognostic (3.89e-2)"	"unprognostic (6.68e-5)"	"unprognostic (8.56e-4)"	"unprognostic (1.36e-3)"	"unprognostic (1.61e-3)"	"unprognostic (4.25e-1)"	"unprognostic (6.38e-2)"	"unprognostic (1.97e-1)"	"unprognostic (1.80e-1)"	"unprognostic (1.92e-3)"	"unprognostic (2.34e-1)"	"unprognostic (2.30e-1)"	"unprognostic (1.19e-2)"	"unprognostic (5.65e-2)"	"unprognostic (4.71e-2)"	"unprognostic (1.58e-1)"	"unprognostic (1.44e-1)"	"unprognostic (3.64e-1)"	"unprognostic (1.08e-1)"
DRGX	"DRG11, PRRXL1"	ENSG00000165606	"Dorsal root ganglia homeobox"	A6NNA5	10	49364066-49396089	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"Developmental protein, DNA-binding"		"Evidence at protein level"	"Evidence at transcript level"	"No human protein/transcript evidence"	"Evidence at protein level"	"Group enriched"	"Detected in some"	9	"adrenal gland: 5.2;brain: 2.1"	"Cell type enhanced"	"Detected in some"		"Langerhans cells: 2.0;Late spermatids: 1.2;Melanocytes: 1.7"	"Group enriched"	"Detected in some"	5	"lower rhombic lip: 17.0;splatter: 9.2"	"Cancer enhanced"	"Detected in single"		"Bladder Urothelial Carcinoma (TCGA): 1.0"	"Group enriched"	"Detected in many"	9	"medulla oblongata: 9.3;pons: 22.2;spinal cord: 17.3"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	5	"Neuroblastoma: 5.3;Sarcoma: 2.7"	"Adrenal gland - Adrenal medulla cells"	"Region enriched"	"Detected in single"	6	"pons and medulla: 3.9"	"Group enriched"	"Detected in some"	10	"cerebral cortex: 5.2;hippocampal formation: 2.1;medulla oblongata: 3.1;spinal cord: 4.9"	HPA043978	Uncertain		Approved	Nucleoplasm,Nucleoli,Cytosol			NA	NA				"Cluster 33: Brain - Neuronal signaling"	"Cluster 49: Hindbrain - Mixed function"	"Cluster 11: Neuronal - Sensory perception"	"Cluster 34: Neurons - Neuronal signaling"		"Nucleoplasm, Nucleoli"	Cytosol	"HPA043978: AB_10961154"	"unprognostic (3.43e-1)"																														
DRP2		ENSG00000102385	"Dystrophin related protein 2"	Q13474	X	101219769-101264502	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"brain: 12.8;lymphoid tissue: 4.6"	"Cell type enhanced"	"Detected in some"		"Excitatory neurons: 34.4;Inhibitory neurons: 23.6;Oligodendrocyte precursor cells: 10.4;Schwann cells: 6.3"	"Low cell type specificity"	"Detected in many"			"Cancer enhanced"	"Detected in single"		"Glioblastoma Multiforme (TCGA): 2.1"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in some"				"Low region specificity"	"Detected in all"			"Region enhanced"	"Detected in all"		"spinal cord: 71.7"	HPA002949			Approved	"Nuclear speckles,Plasma membrane"			NA	NA				"Cluster 33: Brain - Neuronal signaling"	"Cluster 53: Neurons - Mixed function"	"Cluster 48: Adipocytes & Endothelial cells - Angiogenesis"	"Cluster 34: Neurons - Neuronal signaling"	1	"Nuclear speckles, Plasma membrane"		"HPA002949: AB_1078706"			"unprognostic (2.92e-1)"				"unprognostic (3.13e-2)"	"unprognostic (2.70e-4)"																							
DYNC1I1	"DNCI1, DNCIC1"	ENSG00000158560	"Dynein cytoplasmic 1 intermediate chain 1"	O14576	7	95772506-96110322	"Predicted intracellular proteins"	Transport	"Motor protein"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 64.6"	"Cell type enhanced"	"Detected in many"		"Excitatory neurons: 442.1;Inhibitory neurons: 358.2;Oligodendrocyte precursor cells: 85.4;Oligodendrocytes: 199.0"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in single"		"neutrophil: 1.4"	"Low lineage specificity"	"Detected in single"			"Low cancer specificity"	"Detected in many"			"Adipose subcutaneous - Smooth muscle cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA061689	Enhanced	Supported					NA	NA			"Cluster 35: Neutrophils - Protein binding"	"Cluster 28: Neuronal - Transcription"	"Cluster 1: Neurons - Mixed function"	"Cluster 10: Ciliated cells - Ion channel activity"	"Cluster 34: Neurons - Neuronal signaling"	25			"HPA061689: AB_2684586"	"unprognostic (1.61e-1)"	"unprognostic (1.29e-1)"	"unprognostic (2.06e-1)"	"unprognostic (3.16e-2)"	"unprognostic (1.61e-2)"	"unprognostic (5.02e-2)"	"unprognostic (8.86e-2)"	"unprognostic (1.16e-2)"	"unprognostic (4.98e-4)"		"unprognostic (1.43e-2)"	"unprognostic (2.26e-3)"	"unprognostic (5.17e-2)"	"unprognostic (1.13e-1)"	"unprognostic (2.33e-3)"	"unprognostic (3.39e-1)"	"unprognostic (3.13e-1)"	"unprognostic (1.24e-1)"	"unprognostic (3.82e-2)"	"unprognostic (1.92e-1)"		"unprognostic (7.55e-3)"	"unprognostic (1.12e-1)"	"unprognostic (7.79e-2)"	"unprognostic (4.97e-1)"	"unprognostic (3.07e-2)"	"unprognostic (2.57e-2)"	"unprognostic (7.85e-5)"	"unprognostic (1.67e-1)"	"unprognostic (3.72e-3)"	"unprognostic (1.36e-2)"
E2F3		ENSG00000112242	"E2F transcription factor 3"	O00716	6	20401879-20493714	"Cancer-related genes, Predicted intracellular proteins, Transcription factors"	"Cell cycle, Transcription, Transcription regulation"	"Activator, DNA-binding"	"Cancer-related genes"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Excitatory neurons: 65.5;monocytes: 59.2"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Adipose visceral - Macrophages, Spleen - Neutrophils"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA010523, HPA065012"			Supported	Nucleoplasm			NA	NA			"Cluster 35: Neutrophils - Protein binding"	"Cluster 81: Lymphoid tissue & Bone marrow - Innate immune response"	"Cluster 51: Neurons - Mixed function"	"Cluster 28: Non-specific - Nuclear processes"	"Cluster 34: Neurons - Neuronal signaling"	19	Nucleoplasm		"HPA010523: , HPA065012: AB_2685403"	"unprognostic (2.24e-2)"	"unprognostic (1.02e-1)"	"unprognostic (2.47e-1)"	"unprognostic (7.20e-3)"	"unprognostic (6.49e-2)"	"unprognostic (1.17e-2)"	"unprognostic (1.80e-1)"	"unprognostic (5.93e-2)"	"unprognostic (1.09e-1)"	"unprognostic (2.09e-1)"	"unprognostic (2.10e-1)"	"unprognostic (3.49e-2)"	"unprognostic (4.63e-2)"	"unprognostic (7.47e-3)"	"unprognostic (6.59e-3)"	"unprognostic (4.82e-2)"	"unprognostic (9.24e-3)"	"unprognostic (4.52e-1)"	"unprognostic (3.69e-2)"	"unprognostic (1.52e-2)"	"unprognostic (1.54e-1)"	"unprognostic (8.91e-3)"	"unprognostic (6.41e-2)"	"unprognostic (9.24e-2)"	"unprognostic (8.41e-2)"	"unprognostic (1.36e-1)"	"unprognostic (2.53e-2)"	"unprognostic (1.43e-1)"	"unprognostic (3.58e-1)"	"unprognostic (9.59e-2)"	"unprognostic (1.85e-1)"
EFNA5	"AF1, EPLG7, LERK7"	ENSG00000184349	"Ephrin A5"	P52803	5	107376894-107670937	"Cancer-related genes, Predicted membrane proteins, RAS pathway related proteins"	"Differentiation, Neurogenesis"	"Developmental protein"	"Cancer-related genes"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Group enriched"	"Detected in many"	6	"Astrocytes: 276.2;Excitatory neurons: 771.5;Inhibitory neurons: 358.1"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in single"		"gdT-cell: 1.0"	"Low lineage specificity"	"Detected in single"			"Low cancer specificity"	"Detected in all"			"Adipose visceral - Mesothelial cells, Minor Salivary Gland - Minor salivary glandular cells, Pituitary gland - Undifferentiated cells (Pituitary gland), Prostate - Urothelial cells, Spleen - Fibroblast_1"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB013282, HPA054047"	Approved		Approved	Vesicles,Cytosol			NA	Yes		7800	"Cluster 15: NK-cells - Unknown function"	"Cluster 27: Squamous epithelium - Keratinization"	"Cluster 53: Neurons - Mixed function"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 34: Neurons - Neuronal signaling"	38	"Vesicles, Cytosol"		"CAB013282: AB_2533353, HPA054047: AB_2682355"	"unprognostic (1.09e-2)"	"unprognostic (3.07e-1)"	"unprognostic (2.97e-1)"	"unprognostic (3.59e-2)"	"unprognostic (1.14e-2)"	"unprognostic (9.12e-4)"	"unprognostic (1.23e-2)"		"unprognostic (7.45e-2)"	"unprognostic (8.87e-2)"	"unprognostic (5.80e-7)"	"unprognostic (1.17e-3)"	"unprognostic (3.63e-2)"			"unprognostic (4.36e-4)"	"unprognostic (1.91e-1)"	"unprognostic (6.13e-2)"	"unprognostic (2.59e-1)"	"unprognostic (5.93e-4)"	"unprognostic (1.50e-1)"	"unprognostic (5.79e-4)"	"unprognostic (1.65e-1)"	"unprognostic (1.31e-1)"		"unprognostic (4.71e-2)"	"unprognostic (3.85e-1)"	"unprognostic (1.16e-2)"	"unprognostic (1.76e-1)"		"unprognostic (5.09e-4)"
ELAVL4	"HUD, PNEM"	ENSG00000162374	"ELAV like RNA binding protein 4"	P26378	1	50024029-50203772	"Predicted intracellular proteins"	"mRNA processing, mRNA splicing"	RNA-binding		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"adrenal gland: 10.8;brain: 38.3"	"Group enriched"	"Detected in some"	6	"Early spermatids: 172.6;Excitatory neurons: 153.4;Inhibitory neurons: 105.2;Late spermatids: 208.1;Oligodendrocyte precursor cells: 70.7"	"Cell type enhanced"	"Detected in all"		"lower rhombic lip: 507.2"	"Cancer enhanced"	"Detected in some"		"Glioblastoma Multiforme (TCGA): 7.8"	"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in single"		"non-classical monocyte: 1.2"	"Lineage enriched"	"Detected in single"	5	"monocytes: 1.2"	"Cancer enriched"	"Detected in some"	18	"Neuroblastoma: 135.7"	"Adrenal gland - Adrenal medulla cells, Colon - Colon enteroendocrine cells, Pancreas - Alpha cells, Pancreas - Beta cells, Testis - Early spermatids, Testis - Late spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB004442, HPA043047"	Enhanced		Approved	Nucleoplasm,Vesicles			NA	NA				"Cluster 22: Brain - Synaptic signal transduction"	"Cluster 24: Neurons - Mixed function"	"Cluster 17: Neuroblastoma - Neuronal signaling"	"Cluster 34: Neurons - Neuronal signaling"	2	"Nucleoplasm, Vesicles"		"CAB004442: AB_627765, HPA043047: AB_2732502"			"unprognostic (8.52e-3)"				"unprognostic (1.10e-1)"	"unprognostic (1.61e-3)"														"unprognostic (4.36e-3)"							"unprognostic (5.23e-2)"		
