From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Length	Tissue specificity	Bgee
MED11	I3L2Q0	unreviewed	I3L2Q0_HUMAN	Mediator of RNA polymerase II transcription subunit 11 (Mediator complex subunit 11)	MED11	93		ENSG00000161920;
MED11	I3L3E8	unreviewed	I3L3E8_HUMAN	Mediator of RNA polymerase II transcription subunit 11 (Mediator complex subunit 11)	MED11	85		ENSG00000161920;
MED11	U4PP31	unreviewed	U4PP31_HUMAN	Mediator of RNA polymerase II transcription subunit 11 (Mediator complex subunit 11)	MED11	117		
MED14	O60244	reviewed	MED14_HUMAN	Mediator of RNA polymerase II transcription subunit 14 (Activator-recruited cofactor 150 kDa component) (ARC150) (Cofactor required for Sp1 transcriptional activation subunit 2) (CRSP complex subunit 2) (Mediator complex subunit 14) (RGR1 homolog) (hRGR1) (Thyroid hormone receptor-associated protein complex 170 kDa component) (Trap170) (Transcriptional coactivator CRSP150) (Vitamin D3 receptor-interacting protein complex 150 kDa component) (DRIP150)	MED14 ARC150 CRSP2 CXorf4 DRIP150 EXLM1 RGR1 TRAP170	1454	TISSUE SPECIFICITY: Ubiquitous.	ENSG00000180182;
MED14	H7C017	unreviewed	H7C017_HUMAN	Mediator complex subunit 14	MED14	155		ENSG00000180182;
MED14	H7C3E5	unreviewed	H7C3E5_HUMAN	Mediator complex subunit 14	MED14	331		ENSG00000180182;
MED14	U4PZJ2	unreviewed	U4PZJ2_HUMAN	Mediator of RNA polymerase II transcription subunit 14 (Mediator complex subunit 14)	MED14	52		
MED15	Q96RN5	reviewed	MED15_HUMAN	Mediator of RNA polymerase II transcription subunit 15 (Activator-recruited cofactor 105 kDa component) (ARC105) (CTG repeat protein 7a) (Mediator complex subunit 15) (Positive cofactor 2 glutamine/Q-rich-associated protein) (PC2 glutamine/Q-rich-associated protein) (TPA-inducible gene 1 protein) (TIG-1) (Trinucleotide repeat-containing gene 7 protein)	MED15 ARC105 CTG7A PCQAP TIG1 TNRC7	788	TISSUE SPECIFICITY: Expressed in all tissues examined, including heart, brain, lung, spleen, thymus, pancreas, blood leukocyte and placenta. However, the level of expression varied, with highest expression in the placenta and peripheral blood and lowest in the pancreas and kidney. {ECO:0000269|PubMed:11024300}.	ENSG00000099917;
MED15	B4DGD6	unreviewed	B4DGD6_HUMAN	Mediator of RNA polymerase II transcription subunit 15 (Mediator complex subunit 15)	MED15	718		
MED15	B4DN68	unreviewed	B4DN68_HUMAN	Mediator of RNA polymerase II transcription subunit 15 (Mediator complex subunit 15)	MED15	239		
MED15	B7Z2H7	unreviewed	B7Z2H7_HUMAN	Mediator of RNA polymerase II transcription subunit 15 (Mediator complex subunit 15)	MED15	722		
MED15	C9J1I1	unreviewed	C9J1I1_HUMAN	Mediator of RNA polymerase II transcription subunit 15 (Mediator complex subunit 15)	MED15	141		ENSG00000099917;
MED15	C9JCQ3	unreviewed	C9JCQ3_HUMAN	Mediator complex subunit 15	MED15	165		ENSG00000099917;
MED15	C9JEM1	unreviewed	C9JEM1_HUMAN	Mediator complex subunit 15	MED15	119		ENSG00000099917;
MED15	C9JGN2	unreviewed	C9JGN2_HUMAN	Mediator of RNA polymerase II transcription subunit 15 (Mediator complex subunit 15)	MED15	124		ENSG00000099917;
MED15	C9JJ12	unreviewed	C9JJ12_HUMAN	Mediator complex subunit 15	MED15	160		ENSG00000099917;
MED15	C9JLN7	unreviewed	C9JLN7_HUMAN	Mediator of RNA polymerase II transcription subunit 15 (Mediator complex subunit 15)	MED15	105		ENSG00000099917;
MED15	C9JM58	unreviewed	C9JM58_HUMAN	Mediator of RNA polymerase II transcription subunit 15 (Mediator complex subunit 15)	MED15	105		ENSG00000099917;
MED15	C9JWK5	unreviewed	C9JWK5_HUMAN	Mediator complex subunit 15	MED15	82		ENSG00000099917;
MED15	C9JZV5	unreviewed	C9JZV5_HUMAN	Mediator of RNA polymerase II transcription subunit 15 (Mediator complex subunit 15)	MED15	120		ENSG00000099917;
MED15	F2Z2B7	unreviewed	F2Z2B7_HUMAN	Mediator of RNA polymerase II transcription subunit 15 (Mediator complex subunit 15)	MED15	55		ENSG00000099917;
MED15	F8WCS1	unreviewed	F8WCS1_HUMAN	Mediator complex subunit 15	MED15	36		ENSG00000099917;
MED15	F8WDM6	unreviewed	F8WDM6_HUMAN	Mediator of RNA polymerase II transcription subunit 15 (Mediator complex subunit 15)	MED15	54		ENSG00000099917;
MED15	F8WEJ4	unreviewed	F8WEJ4_HUMAN	Mediator complex subunit 15	MED15	61		ENSG00000099917;
MED15	G3V1P5	unreviewed	G3V1P5_HUMAN	Mediator of RNA polymerase II transcription subunit 15 (Mediator complex subunit 15)	MED15 PCQAP hCG_41277	722		ENSG00000099917;
MED15	H7C308	unreviewed	H7C308_HUMAN	Mediator complex subunit 15	MED15	194		ENSG00000099917;
MED15	Q6PKB8	unreviewed	Q6PKB8_HUMAN	Mediator of RNA polymerase II transcription subunit 15 (Mediator complex subunit 15)	MED15	767		
MED17	Q9NVC6	reviewed	MED17_HUMAN	Mediator of RNA polymerase II transcription subunit 17 (Activator-recruited cofactor 77 kDa component) (ARC77) (Cofactor required for Sp1 transcriptional activation subunit 6) (CRSP complex subunit 6) (Mediator complex subunit 17) (Thyroid hormone receptor-associated protein complex 80 kDa component) (Trap80) (Transcriptional coactivator CRSP77) (Vitamin D3 receptor-interacting protein complex 80 kDa component) (DRIP80)	MED17 ARC77 CRSP6 DRIP77 DRIP80 TRAP80	651	TISSUE SPECIFICITY: Ubiquitous. {ECO:0000269|PubMed:10198638}.	ENSG00000042429;
MED17	A0A1W2PNF3	unreviewed	A0A1W2PNF3_HUMAN	Cofactor required for Sp1 transcriptional activation subunit 6	MED17	185		ENSG00000042429;
MED17	A0A1W2PNW7	unreviewed	A0A1W2PNW7_HUMAN	Mediator of RNA polymerase II transcription subunit 17 (Mediator complex subunit 17)	MED17	605		ENSG00000042429;
MED17	A0A1W2PPC8	unreviewed	A0A1W2PPC8_HUMAN	Cofactor required for Sp1 transcriptional activation subunit 6	MED17	123		ENSG00000042429;
MED17	A0A1W2PPJ7	unreviewed	A0A1W2PPJ7_HUMAN	Cofactor required for Sp1 transcriptional activation subunit 6	MED17	85		ENSG00000042429;
MED17	A0A1W2PPP8	unreviewed	A0A1W2PPP8_HUMAN	Cofactor required for Sp1 transcriptional activation subunit 6	MED17	233		ENSG00000042429;
MED17	A0A1W2PQ48	unreviewed	A0A1W2PQ48_HUMAN	Mediator of RNA polymerase II transcription subunit 17 (Mediator complex subunit 17)	MED17	386		ENSG00000042429;
MED17	A0A1W2PQE4	unreviewed	A0A1W2PQE4_HUMAN	Cofactor required for Sp1 transcriptional activation subunit 6	MED17	219		ENSG00000042429;
MED17	A0A1W2PR99	unreviewed	A0A1W2PR99_HUMAN	Cofactor required for Sp1 transcriptional activation subunit 6	MED17	287		ENSG00000042429;
MED17	A0A1W2PRS0	unreviewed	A0A1W2PRS0_HUMAN	Mediator complex subunit 17	MED17	48		ENSG00000042429;
MED17	A0A1W2PRX4	unreviewed	A0A1W2PRX4_HUMAN	Cofactor required for Sp1 transcriptional activation subunit 6	MED17	530		ENSG00000042429;
MED17	A0A1W2PS27	unreviewed	A0A1W2PS27_HUMAN	Mediator of RNA polymerase II transcription subunit 17 (Mediator complex subunit 17)	MED17	652		ENSG00000042429;
MED17	A0A1W2PS69	unreviewed	A0A1W2PS69_HUMAN	Mediator of RNA polymerase II transcription subunit 17 (Mediator complex subunit 17)	MED17	500		ENSG00000042429;
MED17	A0A384NYG5	unreviewed	A0A384NYG5_HUMAN	Mediator of RNA polymerase II transcription subunit 17 (Mediator complex subunit 17)	MED17	651		
MED17	B4DSE1	unreviewed	B4DSE1_HUMAN	Mediator of RNA polymerase II transcription subunit 17 (Mediator complex subunit 17)	MED17	621		
MED17	E9PJZ4	unreviewed	E9PJZ4_HUMAN	Cofactor required for Sp1 transcriptional activation subunit 6	MED17	72		ENSG00000042429;
MED17	E9PKQ4	unreviewed	E9PKQ4_HUMAN	Cofactor required for Sp1 transcriptional activation subunit 6	MED17	231		ENSG00000042429;
MED17	E9PM72	unreviewed	E9PM72_HUMAN	Mediator of RNA polymerase II transcription subunit 17 (Mediator complex subunit 17)	MED17	509		ENSG00000042429;
MED18	Q9BUE0	reviewed	MED18_HUMAN	Mediator of RNA polymerase II transcription subunit 18 (Mediator complex subunit 18) (p28b)	MED18	208		ENSG00000130772;
MED18	B4DJL3	unreviewed	B4DJL3_HUMAN	Mediator of RNA polymerase II transcription subunit 18 (Mediator complex subunit 18)	MED18	215		
MED19	A0JLT2	reviewed	MED19_HUMAN	Mediator of RNA polymerase II transcription subunit 19 (Lung cancer metastasis-related protein 1) (Mediator complex subunit 19)	MED19 LCMR1	244		ENSG00000156603;
MED19	I0J7B9	unreviewed	I0J7B9_HUMAN	Mediator of RNA polymerase II transcription subunit 19 (Mediator complex subunit 19)	MED19AS MED19	190		
MED19	J3KR33	unreviewed	J3KR33_HUMAN	Mediator of RNA polymerase II transcription subunit 19 (Mediator complex subunit 19)	MED19	244		ENSG00000156603;
MED20	Q9H944	reviewed	MED20_HUMAN	Mediator of RNA polymerase II transcription subunit 20 (Mediator complex subunit 20) (TRF-proximal protein homolog) (hTRFP)	MED20 TRFP	212		ENSG00000124641;
MED20	A0A804HK38	unreviewed	A0A804HK38_HUMAN	Mediator of RNA polymerase II transcription subunit 20 (Mediator complex subunit 20)	MED20	65		
MED20	A6PVP4	unreviewed	A6PVP4_HUMAN	Mediator of RNA polymerase II transcription subunit 20 (Mediator complex subunit 20)	MED20	140		ENSG00000124641;
MED20	B3KUJ9	unreviewed	B3KUJ9_HUMAN	Mediator of RNA polymerase II transcription subunit 20 (Mediator complex subunit 20)	TRFP MED20 hCG_2000813	150		
MED20	B7ZBQ1	unreviewed	B7ZBQ1_HUMAN	Mediator complex subunit 20	MED20	60		ENSG00000124641;
MED20	B7ZBQ3	unreviewed	B7ZBQ3_HUMAN	Mediator of RNA polymerase II transcription subunit 20 (Mediator complex subunit 20)	MED20	145		ENSG00000124641;
MED21	Q13503	reviewed	MED21_HUMAN	Mediator of RNA polymerase II transcription subunit 21 (Mediator complex subunit 21) (RNA polymerase II holoenzyme component SRB7) (RNAPII complex component SRB7) (hSrb7)	MED21 SRB7 SURB7	144		ENSG00000152944;
MED21	A0A024RAW0	unreviewed	A0A024RAW0_HUMAN	Mediator of RNA polymerase II transcription subunit 21	MED21	144		
MED21	A0A0S2Z545	unreviewed	A0A0S2Z545_HUMAN	Mediator of RNA polymerase II transcription subunit 21	MED21	73		
MED21	F5GZQ1	unreviewed	F5GZQ1_HUMAN	Mediator complex subunit 21	MED21	87		ENSG00000152944;
MED21	F5H872	unreviewed	F5H872_HUMAN	Mediator of RNA polymerase II transcription subunit 21	MED21	159		ENSG00000152944;
MED27	Q6P2C8	reviewed	MED27_HUMAN	Mediator of RNA polymerase II transcription subunit 27 (Cofactor required for Sp1 transcriptional activation subunit 8) (CRSP complex subunit 8) (Mediator complex subunit 27) (P37 TRAP/SMCC/PC2 subunit) (Transcriptional coactivator CRSP34)	MED27 CRSP34 CRSP8	311		ENSG00000160563;
MED27	A0A494C0K7	unreviewed	A0A494C0K7_HUMAN	Mediator of RNA polymerase II transcription subunit 27 (Cofactor required for Sp1 transcriptional activation subunit 8) (Mediator complex subunit 27)	MED27	326		ENSG00000160563;
MED27	A0A494C0P0	unreviewed	A0A494C0P0_HUMAN	Mediator of RNA polymerase II transcription subunit 27 (Cofactor required for Sp1 transcriptional activation subunit 8) (Mediator complex subunit 27)	MED27	195		ENSG00000160563;
MED27	U4Q365	unreviewed	U4Q365_HUMAN	Mediator of RNA polymerase II transcription subunit 27 (Cofactor required for Sp1 transcriptional activation subunit 8) (Mediator complex subunit 27)	MED27	160		
MED29	Q9NX70	reviewed	MED29_HUMAN	Mediator of RNA polymerase II transcription subunit 29 (Intersex-like protein) (Mediator complex subunit 29)	MED29 IXL	200	TISSUE SPECIFICITY: Widely expressed in embryo and adult. {ECO:0000269|PubMed:15555573}.	ENSG00000063322;
MED29	B4DUA7	unreviewed	B4DUA7_HUMAN	Mediator of RNA polymerase II transcription subunit 29 (Intersex-like protein) (Mediator complex subunit 29)	MED29 IXL hCG_43365	221		ENSG00000063322;
MED29	M0R0A0	unreviewed	M0R0A0_HUMAN	Mediator of RNA polymerase II transcription subunit 29 (Intersex-like protein) (Mediator complex subunit 29)	MED29	75		ENSG00000063322;
MED29	M0R0U2	unreviewed	M0R0U2_HUMAN	Mediator of RNA polymerase II transcription subunit 29 (Intersex-like protein) (Mediator complex subunit 29)	MED29	114		ENSG00000063322;
MED29	M0R3F3	unreviewed	M0R3F3_HUMAN	Mediator of RNA polymerase II transcription subunit 29 (Intersex-like protein) (Mediator complex subunit 29)	MED29	208		ENSG00000063322;
MED30	Q96HR3	reviewed	MED30_HUMAN	Mediator of RNA polymerase II transcription subunit 30 (Mediator complex subunit 30) (TRAP/Mediator complex component TRAP25) (Thyroid hormone receptor-associated protein 6) (Thyroid hormone receptor-associated protein complex 25 kDa component) (Trap25)	MED30 THRAP6 TRAP25	178	TISSUE SPECIFICITY: Expressed in brain, heart, kidney, liver, lung, pancreas, placenta and skeletal muscle. {ECO:0000269|PubMed:11909976}.	ENSG00000164758;
MED31	Q9Y3C7	reviewed	MED31_HUMAN	Mediator of RNA polymerase II transcription subunit 31 (Mediator complex subunit 31) (Mediator complex subunit SOH1) (hSOH1)	MED31 SOH1 CGI-125	131		ENSG00000108590;
MED31	I3L0P8	unreviewed	I3L0P8_HUMAN	Mediator of RNA polymerase II transcription subunit 31	MED31	43		ENSG00000108590;
MED31	I3L2J1	unreviewed	I3L2J1_HUMAN	Mediator of RNA polymerase II transcription subunit 31	MED31	57		ENSG00000108590;
MED4	Q9NPJ6	reviewed	MED4_HUMAN	Mediator of RNA polymerase II transcription subunit 4 (Activator-recruited cofactor 36 kDa component) (ARC36) (Mediator complex subunit 4) (TRAP/SMCC/PC2 subunit p36 subunit) (Vitamin D3 receptor-interacting protein complex 36 kDa component) (DRIP36)	MED4 ARC36 DRIP36 VDRIP HSPC126	270		ENSG00000136146;
MED4	A0A087X0U0	unreviewed	A0A087X0U0_HUMAN	Mediator of RNA polymerase II transcription subunit 4 (Mediator complex subunit 4)	MED4	153		ENSG00000136146;
MED4	Q5T911	unreviewed	Q5T911_HUMAN	Mediator of RNA polymerase II transcription subunit 4 (Mediator complex subunit 4)	MED4	238		ENSG00000136146;
MED4	U4PSC4	unreviewed	U4PSC4_HUMAN	Mediator of RNA polymerase II transcription subunit 4 (Mediator complex subunit 4)	MED4	322		
MED6	O75586	reviewed	MED6_HUMAN	Mediator of RNA polymerase II transcription subunit 6 (Activator-recruited cofactor 33 kDa component) (ARC33) (Mediator complex subunit 6) (hMed6) (Renal carcinoma antigen NY-REN-28)	MED6 ARC33	246		ENSG00000133997;
MED6	A0A087WYL7	unreviewed	A0A087WYL7_HUMAN	Mediator of RNA polymerase II transcription subunit 6 (Mediator complex subunit 6)	MED6	257		ENSG00000133997;
MED6	B4DTY4	unreviewed	B4DTY4_HUMAN	Mediator of RNA polymerase II transcription subunit 6 (Mediator complex subunit 6)	MED6	128		
MED6	G3V4A5	unreviewed	G3V4A5_HUMAN	Mediator of RNA polymerase II transcription subunit 6 (Mediator complex subunit 6)	MED6	249		ENSG00000133997;
MED8	Q96G25	reviewed	MED8_HUMAN	Mediator of RNA polymerase II transcription subunit 8 (Activator-recruited cofactor 32 kDa component) (ARC32) (Mediator complex subunit 8)	MED8	268		ENSG00000159479;
MED8	L8E9D9	unreviewed	L8E9D9_HUMAN	Alternative protein MED8	MED8	75		
MED9	Q9NWA0	reviewed	MED9_HUMAN	Mediator of RNA polymerase II transcription subunit 9 (Mediator complex subunit 9)	MED9 MED25	146		ENSG00000141026;
MED9	J3KTK5	unreviewed	J3KTK5_HUMAN	Mediator complex subunit 9	MED9	82		ENSG00000141026;
MNAT1	P51948	reviewed	MAT1_HUMAN	CDK-activating kinase assembly factor MAT1 (CDK7/cyclin-H assembly factor) (Cyclin-G1-interacting protein) (Menage a trois) (RING finger protein 66) (RING finger protein MAT1) (p35) (p36)	MNAT1 CAP35 MAT1 RNF66	309	TISSUE SPECIFICITY: Highest levels in colon and testis. Moderate levels are present thymus, prostate, ovary, and small intestine. The lowest levels are found in spleen and leukocytes.	ENSG00000020426;
MNAT1	A0A024R688	unreviewed	A0A024R688_HUMAN	Menage a trois-like protein 1 cyclin H assembly factor isoform 1	MNAT1	309		
MNAT1	A0A0S2Z414	unreviewed	A0A0S2Z414_HUMAN	Menage a trois-like protein 1 cyclin H assembly factor isoform 2	MNAT1	128		
MNAT1	H0YJ92	unreviewed	H0YJ92_HUMAN	MNAT1 component of CDK activating kinase	MNAT1	169		ENSG00000020426;
MNAT1	H0YJF2	unreviewed	H0YJF2_HUMAN	MNAT1 component of CDK activating kinase	MNAT1	173		ENSG00000020426;
NAT10	Q9H0A0	reviewed	NAT10_HUMAN	RNA cytidine acetyltransferase (EC 2.3.1.-) (18S rRNA cytosine acetyltransferase) (N-acetyltransferase 10) (N-acetyltransferase-like protein) (hALP)	NAT10 ALP KIAA1709	1025		ENSG00000135372;
NAT10	E9PJN6	unreviewed	E9PJN6_HUMAN	N-acetyltransferase 10	NAT10	145		ENSG00000135372;
NAT10	E9PMU0	unreviewed	E9PMU0_HUMAN	N-acetyltransferase 10	NAT10	288		ENSG00000135372;
NAT10	Q05CW7	unreviewed	Q05CW7_HUMAN	NAT10 protein	NAT10	554		
NOC2L	Q9Y3T9	reviewed	NOC2L_HUMAN	Nucleolar complex protein 2 homolog (Protein NOC2 homolog) (NOC2-like protein) (Novel INHAT repressor)	NOC2L NIR	749		ENSG00000188976;
NUF2	Q9BZD4	reviewed	NUF2_HUMAN	Kinetochore protein Nuf2 (hNuf2) (hNuf2R) (hsNuf2) (Cell division cycle-associated protein 1)	NUF2 CDCA1 NUF2R	464		ENSG00000143228;
NUF2	B1AQT3	unreviewed	B1AQT3_HUMAN	NUF2 component of NDC80 kinetochore complex	NUF2	145		ENSG00000143228;
NUF2	B1AQT4	unreviewed	B1AQT4_HUMAN	NUF2 component of NDC80 kinetochore complex	NUF2	202		ENSG00000143228;
NUF2	E9PKH1	unreviewed	E9PKH1_HUMAN	NUF2 component of NDC80 kinetochore complex	NUF2	124		ENSG00000143228;
NUF2	E9PP32	unreviewed	E9PP32_HUMAN	NUF2 component of NDC80 kinetochore complex	NUF2	221		ENSG00000143228;
NUF2	E9PQC4	unreviewed	E9PQC4_HUMAN	NUF2 component of NDC80 kinetochore complex	NUF2	417		ENSG00000143228;
PAF1	P28328	reviewed	PEX2_HUMAN	Peroxisome biogenesis factor 2 (EC 2.3.2.27) (EC 2.3.2.36) (35 kDa peroxisomal membrane protein) (Peroxin-2) (Peroxisomal membrane protein 3) (Peroxisome assembly factor 1) (PAF-1) (RING finger protein 72)	PEX2 PAF1 PMP3 PMP35 PXMP3 RNF72	305		ENSG00000164751;
PAF1	Q8N7H5	reviewed	PAF1_HUMAN	RNA polymerase II-associated factor 1 homolog (hPAF1) (Pancreatic differentiation protein 2)	PAF1 PD2	531		ENSG00000006712;
PAF1	B4DGJ5	unreviewed	B4DGJ5_HUMAN	RNA polymerase II-associated factor 1 homolog	PAF1	288		ENSG00000006712;
PAF1	M0QYC7	unreviewed	M0QYC7_HUMAN	PAF1 homolog, Paf1/RNA polymerase II complex component	PAF1	94		ENSG00000006712;
POLR1B	Q9H9Y6	reviewed	RPA2_HUMAN	DNA-directed RNA polymerase I subunit RPA2 (RNA polymerase I subunit 2) (EC 2.7.7.6) (DNA-directed RNA polymerase I 135 kDa polypeptide) (RPA135)	POLR1B	1135		ENSG00000125630;
POLR1B	C9JJG2	unreviewed	C9JJG2_HUMAN	DNA-directed RNA polymerase (EC 2.7.7.6)	POLR1B	114		ENSG00000125630;
POLR1B	C9JS83	unreviewed	C9JS83_HUMAN	DNA-directed RNA polymerase (EC 2.7.7.6)	POLR1B	128		ENSG00000125630;
POLR1B	F8WAK7	unreviewed	F8WAK7_HUMAN	RNA polymerase I subunit B	POLR1B	73		ENSG00000125630;
POLR1B	F8WBB9	unreviewed	F8WBB9_HUMAN	RNA polymerase I subunit B	POLR1B	92		ENSG00000125630;
POLR1B	F8WCS3	unreviewed	F8WCS3_HUMAN	RNA polymerase I subunit B	POLR1B	105		ENSG00000125630;
POLR1B	F8WDS4	unreviewed	F8WDS4_HUMAN	RNA polymerase I subunit B	POLR1B	65		ENSG00000125630;
POLR1B	H7C0D9	unreviewed	H7C0D9_HUMAN	DNA-directed RNA polymerase I subunit RPA2 (EC 2.7.7.6)	POLR1B	307		ENSG00000125630;
POLR1B	Q4QRK8	unreviewed	Q4QRK8_HUMAN	DNA-directed RNA polymerase I subunit RPA2 (EC 2.7.7.6)	POLR1B	594		
POLR1B	Q6DKI9	unreviewed	Q6DKI9_HUMAN	DNA-directed RNA polymerase I subunit RPA2 (EC 2.7.7.6)	POLR1B	560		
POLR1B	Q9BSR4	unreviewed	Q9BSR4_HUMAN	DNA-directed RNA polymerase I subunit RPA2 (EC 2.7.7.6)	POLR1B	582		
POLR2A	P24928	reviewed	RPB1_HUMAN	DNA-directed RNA polymerase II subunit RPB1 (RNA polymerase II subunit B1) (EC 2.7.7.6) (3'-5' exoribonuclease) (EC 3.1.13.-) (DNA-directed RNA polymerase II subunit A) (DNA-directed RNA polymerase III largest subunit) (RNA-directed RNA polymerase II subunit RPB1) (EC 2.7.7.48)	POLR2A POLR2	1970		
POLR2A	A0A6Q8PGB0	unreviewed	A0A6Q8PGB0_HUMAN	DNA-directed RNA polymerase subunit (EC 2.7.7.6)	POLR2A	1970		ENSG00000181222;
POLR2A	A0AAG2TJB2	unreviewed	A0AAG2TJB2_HUMAN	DNA-directed RNA polymerase subunit (EC 2.7.7.6)	POLR2A	1970		
POLR2B	P30876	reviewed	RPB2_HUMAN	DNA-directed RNA polymerase II subunit RPB2 (EC 2.7.7.6) (3'-5' exoribonuclease) (EC 3.1.13.-) (DNA-directed RNA polymerase II 140 kDa polypeptide) (DNA-directed RNA polymerase II subunit B) (RNA polymerase II subunit 2) (RNA polymerase II subunit B2) (RNA-directed RNA polymerase II subunit RPB2) (EC 2.7.7.48)	POLR2B	1174		ENSG00000047315;
POLR2B	C9J2Y9	unreviewed	C9J2Y9_HUMAN	DNA-directed RNA polymerase subunit beta (EC 2.7.7.6)	POLR2B	1167		ENSG00000047315;
POLR2B	C9J4M6	unreviewed	C9J4M6_HUMAN	DNA-directed RNA polymerase subunit beta (EC 2.7.7.6)	POLR2B	1067		ENSG00000047315;
POLR2B	C9JMN3	unreviewed	C9JMN3_HUMAN	RNA polymerase II subunit B	POLR2B	64		ENSG00000047315;
POLR2B	C9JZW8	unreviewed	C9JZW8_HUMAN	DNA-directed RNA polymerase (EC 2.7.7.6)	POLR2B	76		ENSG00000047315;
POLR2C	P19387	reviewed	RPB3_HUMAN	DNA-directed RNA polymerase II subunit RPB3 (RNA polymerase II subunit 3) (RNA polymerase II subunit B3) (DNA-directed RNA polymerase II 33 kDa polypeptide) (RPB33) (DNA-directed RNA polymerase II subunit C) (RPB31)	POLR2C A-152E5.7	275		ENSG00000102978;
POLR2C	H3BRR2	unreviewed	H3BRR2_HUMAN	RNA polymerase II subunit C	POLR2C	46		ENSG00000102978;
POLR2C	Q6FGR6	unreviewed	Q6FGR6_HUMAN	HCG2025883, isoform CRA_b (POLR2C protein) (cDNA FLJ76636, highly similar to Homo sapiens polymerase (RNA) II (DNA directed) polypeptide C, 33kDa (POLR2C), transcript variant alpha, mRNA)	POLR2C hCG_2025883	275		
POLR2D	O15514	reviewed	RPB4_HUMAN	DNA-directed RNA polymerase II subunit RPB4 (RNA polymerase II subunit B4) (DNA-directed RNA polymerase II subunit D) (RNA polymerase II 16 kDa subunit) (RPB16)	POLR2D	142		ENSG00000144231;
POLR2D	E9PB93	unreviewed	E9PB93_HUMAN	RNA polymerase II subunit D	POLR2D	104		ENSG00000144231;
POLR2D	E9PHV4	unreviewed	E9PHV4_HUMAN	RNA polymerase II subunit D	POLR2D	110		ENSG00000144231;
POLR2D	Q53T47	unreviewed	Q53T47_HUMAN	Uncharacterized protein POLR2D	POLR2D	84		
POLR2D	Q587J0	unreviewed	Q587J0_HUMAN	Uncharacterized protein POLR2D	POLR2D	57		
POLR2E	P19388	reviewed	RPAB1_HUMAN	DNA-directed RNA polymerases I, II, and III subunit RPABC1 (RNA polymerases I, II, and III subunit ABC1) (DNA-directed RNA polymerase II 23 kDa polypeptide) (DNA-directed RNA polymerase II subunit E) (RPB5 homolog) (XAP4)	POLR2E	210		ENSG00000099817;
POLR2E	A0A087WVN5	unreviewed	A0A087WVN5_HUMAN	RNA polymerase II, I and III subunit E	POLR2E	83		ENSG00000099817;
POLR2E	A0A087WVZ9	unreviewed	A0A087WVZ9_HUMAN	DNA-directed RNA polymerase II subunit E (RPB5 homolog)	POLR2E	184		ENSG00000099817;
POLR2E	A0A087WWX0	unreviewed	A0A087WWX0_HUMAN	RNA polymerase II, I and III subunit E	POLR2E	134		ENSG00000099817;
POLR2E	A0A0A0MQR7	unreviewed	A0A0A0MQR7_HUMAN	DNA-directed RNA polymerase II subunit E (RPB5 homolog)	POLR2E	204		ENSG00000099817;
POLR2E	B4DJ89	unreviewed	B4DJ89_HUMAN	Polymerase (RNA) II (DNA directed) polypeptide E, 25kDa, isoform CRA_c (cDNA FLJ55074, highly similar to DNA-directed RNA polymerase II 23 kDa polypeptide)	POLR2E hCG_21572	117		
POLR2E	K7EJ87	unreviewed	K7EJ87_HUMAN	RNA polymerase II, I and III subunit E	POLR2E	68		ENSG00000099817;
POLR2E	K7EQN2	unreviewed	K7EQN2_HUMAN	RNA polymerase II, I and III subunit E	POLR2E	51		ENSG00000099817;
POLR2F	P61218	reviewed	RPAB2_HUMAN	DNA-directed RNA polymerases I, II, and III subunit RPABC2 (RNA polymerases I, II, and III subunit ABC2) (DNA-directed RNA polymerase II subunit F) (DNA-directed RNA polymerases I, II, and III 14.4 kDa polypeptide) (RPABC14.4) (RPB14.4) (RPB6 homolog) (RPC15)	POLR2F POLRF	127		ENSG00000100142;
POLR2F	B0QYL8	unreviewed	B0QYL8_HUMAN	RNA polymerase II, I and III subunit F	POLR2F	126		ENSG00000100142;
POLR2F	B0QYL9	unreviewed	B0QYL9_HUMAN	RNA polymerase II, I and III subunit F	POLR2F	158		ENSG00000100142;
