From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Tissue specificity	Motif	Protein families	Compositional bias	Sequence similarities	Bgee	ExpressionAtlas
ENSG00000153207	Q8WYP5	reviewed	ELYS_HUMAN	Protein ELYS (Embryonic large molecule derived from yolk sac) (Protein MEL-28) (Putative AT-hook-containing transcription factor 1)	AHCTF1 ELYS TMBS62 MSTP108	Homo sapiens (Human)	2266			ELYS family	COMPBIAS 1207..1225; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1285..1299; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1300..1321; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1336..1353; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1822..1843; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1950..1964; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1969..2014; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2043..2082; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2083..2104; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2165..2190; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"	SIMILARITY: Belongs to the ELYS family. {ECO:0000305}.	"ENSG00000153207; Expressed in endothelial cell and 202 other cell types or tissues.";	"Q8WYP5; baseline and differential.";
ENSG00000153207	H7C4S1	unreviewed	H7C4S1_HUMAN	AT-hook containing transcription factor 1	AHCTF1	Homo sapiens (Human)	80				COMPBIAS 8..30; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 31..52; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000153207; Expressed in endothelial cell and 202 other cell types or tissues.";	"H7C4S1; baseline and differential.";
ENSG00000126705	Q5TGY3	reviewed	AHDC1_HUMAN	Transcription factor Gibbin (AT-hook DNA-binding motif-containing protein 1)	AHDC1	Homo sapiens (Human)	1603				COMPBIAS 26..47; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 61..75; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 165..179; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 182..202; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 424..448; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 721..737; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 808..827; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1159..1177; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000126705; Expressed in paraflocculus and 151 other cell types or tissues.";	
ENSG00000106948	Q7Z591	reviewed	AKNA_HUMAN	Microtubule organization protein AKNA (AT-hook-containing transcription factor)	AKNA KIAA1968	Homo sapiens (Human)	1439	TISSUE SPECIFICITY: Predominantly expressed by lymphoid tissues. Highly expressed in the spleen, lymph nodes and peripheral blood leukocytes, expressed at lower level in the thymus. Mainly expressed by germinal center B-lymphocytes, a stage in which receptor and ligand interactions are crucial for B-lymphocyte maturation. Expressed by B- and T-lymphocytes, Natural killer cells and CD1a(+)CD14(-) but not CD1a(-)CD14(+) dendritic cells. Weakly or not expressed in fetal liver and in adult bone marrow. {ECO:0000269|PubMed:11268217}.		AKNA family	COMPBIAS 22..41; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 184..224; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 302..322; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 366..381; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 530..544; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 777..795; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 878..895; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 922..942; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 982..1004; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1291..1317; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"	SIMILARITY: Belongs to the AKNA family. {ECO:0000305}.	"ENSG00000106948; Expressed in granulocyte and 148 other cell types or tissues.";	
ENSG00000116539	Q9NR48	reviewed	ASH1L_HUMAN	Histone-lysine N-methyltransferase ASH1L (EC 2.1.1.359) (EC 2.1.1.367) (ASH1-like protein) (huASH1) (Absent small and homeotic disks protein 1 homolog) (Lysine N-methyltransferase 2H)	ASH1L KIAA1420 KMT2H	Homo sapiens (Human)	2969	TISSUE SPECIFICITY: Widely expressed, with highest level in brain, heart and kidney. {ECO:0000269|PubMed:10860993}.		Class V-like SAM-binding methyltransferase superfamily, Histone-lysine methyltransferase family, SET2 subfamily	COMPBIAS 17..31; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 34..63; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 123..143; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 541..583; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 824..841; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 922..937; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 946..966; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1100..1126; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1165..1214; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1215..1230; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1580..1640; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1653..1702; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1911..1943; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2289..2306; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2309..2326; /note="Basic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2838..2856; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2879..2904; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"	SIMILARITY: Belongs to the class V-like SAM-binding methyltransferase superfamily. Histone-lysine methyltransferase family. SET2 subfamily. {ECO:0000255|PROSITE-ProRule:PRU00190}.	"ENSG00000116539; Expressed in Brodmann (1909) area 23 and 188 other cell types or tissues.";	"Q9NR48; baseline and differential.";
ENSG00000116539	A0A7I2V316	unreviewed	A0A7I2V316_HUMAN	ASH1 like histone lysine methyltransferase	ASH1L	Homo sapiens (Human)	1741				COMPBIAS 17..31; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 34..63; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 123..143; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 541..583; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 824..841; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 922..937; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 946..966; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1100..1126; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1165..1214; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1215..1230; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1580..1640; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1653..1689; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000116539; Expressed in Brodmann (1909) area 23 and 188 other cell types or tissues.";	
ENSG00000116539	A0A7I2V3D6	unreviewed	A0A7I2V3D6_HUMAN	ASH1 like histone lysine methyltransferase	ASH1L	Homo sapiens (Human)	1726				COMPBIAS 17..31; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 34..63; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 123..143; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 541..583; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 824..841; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 922..937; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 946..966; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1100..1126; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1165..1214; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1215..1230; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1580..1640; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1653..1689; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000116539; Expressed in Brodmann (1909) area 23 and 188 other cell types or tissues.";	
ENSG00000116539	A0A7I2V4H9	unreviewed	A0A7I2V4H9_HUMAN	ASH1 like histone lysine methyltransferase	ASH1L	Homo sapiens (Human)	2969				COMPBIAS 17..31; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 34..63; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 123..143; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 541..583; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 824..841; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 922..937; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 946..966; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1100..1126; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1165..1214; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1215..1230; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1580..1640; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1653..1702; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1911..1943; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2284..2301; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2304..2321; /note="Basic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2328..2342; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2879..2904; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000116539; Expressed in Brodmann (1909) area 23 and 188 other cell types or tissues.";	
ENSG00000116539	A0A7I2V4K0	unreviewed	A0A7I2V4K0_HUMAN	ASH1 like histone lysine methyltransferase	ASH1L	Homo sapiens (Human)	2963				COMPBIAS 17..31; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 34..63; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 123..143; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 541..583; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 824..841; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 922..937; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 946..966; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1100..1126; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1165..1214; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1215..1230; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1580..1640; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1653..1702; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1911..1943; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2284..2301; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2304..2321; /note="Basic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2328..2342; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2832..2850; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2873..2898; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000116539; Expressed in Brodmann (1909) area 23 and 188 other cell types or tissues.";	
ENSG00000116539	A0A7I2V542	unreviewed	A0A7I2V542_HUMAN	ASH1 like histone lysine methyltransferase	ASH1L	Homo sapiens (Human)	1709				COMPBIAS 17..31; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 34..63; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 123..143; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 541..583; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 824..841; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 922..937; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 946..966; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1100..1126; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1165..1214; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1215..1230; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000116539; Expressed in Brodmann (1909) area 23 and 188 other cell types or tissues.";	
ENSG00000116539	A0A7I2YQL4	unreviewed	A0A7I2YQL4_HUMAN	ASH1 like histone lysine methyltransferase	ASH1L	Homo sapiens (Human)	339				COMPBIAS 208..229; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 249..274; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000116539; Expressed in Brodmann (1909) area 23 and 188 other cell types or tissues.";	
ENSG00000116539	A0A7I2YQU9	unreviewed	A0A7I2YQU9_HUMAN	ASH1 like histone lysine methyltransferase	ASH1L	Homo sapiens (Human)	2904				COMPBIAS 17..31; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 34..63; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 123..143; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 541..583; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 824..841; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 922..937; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 946..966; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1100..1126; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1165..1214; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1215..1230; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1580..1640; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1653..1702; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2224..2241; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2244..2261; /note="Basic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2268..2282; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2773..2791; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 2814..2839; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000116539; Expressed in Brodmann (1909) area 23 and 188 other cell types or tissues.";	
ENSG00000116539	F8VWK7	unreviewed	F8VWK7_HUMAN	ASH1 like histone lysine methyltransferase	ASH1L	Homo sapiens (Human)	177				COMPBIAS 17..31; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 34..63; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 123..139; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000116539; Expressed in Brodmann (1909) area 23 and 188 other cell types or tissues.";	"F8VWK7; baseline and differential.";
ENSG00000116539	H0YI82	unreviewed	H0YI82_HUMAN	ASH1 like histone lysine methyltransferase	ASH1L	Homo sapiens (Human)	154						"ENSG00000116539; Expressed in Brodmann (1909) area 23 and 188 other cell types or tissues.";	"H0YI82; baseline and differential.";
ENSG00000173894	Q14781	reviewed	CBX2_HUMAN	Chromobox protein homolog 2	CBX2	Homo sapiens (Human)	532		MOTIF 163..168; /note="Nuclear localization signal"; /evidence="ECO:0000255"		COMPBIAS 102..119; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 125..142; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 151..173; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 399..413; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 459..493; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000173894; Expressed in secondary oocyte and 135 other cell types or tissues.";	
ENSG00000101457	Q9H147	reviewed	TDIF1_HUMAN	Deoxynucleotidyltransferase terminal-interacting protein 1 (Terminal deoxynucleotidyltransferase-interacting factor 1) (TdIF1) (TdT-interacting factor 1)	DNTTIP1 C20orf167 TDIF1	Homo sapiens (Human)	329		MOTIF 164..170; /note="Nuclear localization signal"; /evidence="ECO:0000255"		COMPBIAS 147..162; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000101457; Expressed in monocyte and 183 other cell types or tissues.";	"Q9H147; baseline and differential.";
ENSG00000101457	F2Z2A4	unreviewed	F2Z2A4_HUMAN	Deoxynucleotidyltransferase terminal-interacting protein 1 (Terminal deoxynucleotidyltransferase-interacting factor 1)	DNTTIP1	Homo sapiens (Human)	145				COMPBIAS 107..122; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000101457; Expressed in monocyte and 183 other cell types or tissues.";	"F2Z2A4; baseline and differential.";
ENSG00000101457	H0Y501	unreviewed	H0Y501_HUMAN	Deoxynucleotidyltransferase terminal-interacting protein 1 (Terminal deoxynucleotidyltransferase-interacting factor 1)	DNTTIP1	Homo sapiens (Human)	150						"ENSG00000101457; Expressed in monocyte and 183 other cell types or tissues.";	"H0Y501; baseline and differential.";
ENSG00000101457	H7C1J2	unreviewed	H7C1J2_HUMAN	Deoxynucleotidyltransferase terminal-interacting protein 1 (Terminal deoxynucleotidyltransferase-interacting factor 1)	DNTTIP1	Homo sapiens (Human)	232				COMPBIAS 73..89; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000101457; Expressed in monocyte and 183 other cell types or tissues.";	"H7C1J2; baseline and differential.";
ENSG00000101457	H7C1M5	unreviewed	H7C1M5_HUMAN	Deoxynucleotidyltransferase terminal-interacting protein 1 (Terminal deoxynucleotidyltransferase-interacting factor 1)	DNTTIP1	Homo sapiens (Human)	280				COMPBIAS 98..113; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"		"ENSG00000101457; Expressed in monocyte and 183 other cell types or tissues.";	"H7C1M5; baseline and differential.";
ENSG00000104885	Q8TEK3	reviewed	DOT1L_HUMAN	Histone-lysine N-methyltransferase, H3 lysine-79 specific (EC 2.1.1.360) (DOT1-like protein) (Histone H3-K79 methyltransferase) (H3-K79-HMTase) (Lysine N-methyltransferase 4)	DOT1L KIAA1814 KMT4	Homo sapiens (Human)	1537			Class I-like SAM-binding methyltransferase superfamily, DOT1 family	COMPBIAS 334..349; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 390..415; /note="Basic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 416..431; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 433..467; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 809..823; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 962..991; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 998..1012; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1051..1068; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"	SIMILARITY: Belongs to the class I-like SAM-binding methyltransferase superfamily. DOT1 family. {ECO:0000255|PROSITE-ProRule:PRU00902}.	"ENSG00000104885; Expressed in right testis and 124 other cell types or tissues.";	"Q8TEK3; baseline and differential.";
